model,dataset,scene,frame,reset,tier,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,baseline_ms,optimized_ms,speedup,baseline_power_w,optimized_power_w,power_reduction_percent,baseline_energy_j,optimized_energy_j,energy_reduction_percent
centerpoint,nuscenes,scene-1094,59,0,3,34,0.3881,0.3714,0.0166,0.7624,0.7243,0.0381,189.63,77.11,2.459,37.606,46.963,-24.882,7.13134,3.621566,49.216
centerpoint,nuscenes,scene-1094,60,1,3,35,0.411,0.411,0.0,0.6777,0.6777,0.0,187.75,207.18,0.906,37.574,36.119,3.874,7.054595,7.48311,-6.074
centerpoint,nuscenes,scene-1094,61,0,3,35,0.4054,0.4267,-0.0213,0.6904,0.6726,0.0178,189.65,75.32,2.518,36.939,46.663,-26.326,7.005453,3.514611,49.83
centerpoint,nuscenes,scene-1094,62,0,3,31,0.4118,0.3333,0.0784,0.7151,0.7293,-0.0142,185.86,66.68,2.787,38.041,48.96,-28.701,7.070479,3.264606,53.828
centerpoint,nuscenes,scene-1094,63,0,3,31,0.4211,0.4103,0.0108,0.693,0.6869,0.0061,187.7,68.2,2.752,37.727,47.82,-26.754,7.081334,3.261284,53.945
centerpoint,nuscenes,scene-1094,64,0,3,31,0.4507,0.4211,0.0297,0.7022,0.6658,0.0364,183.7,70.43,2.608,36.934,47.466,-28.516,6.784859,3.342975,50.729
centerpoint,nuscenes,scene-1094,65,1,3,29,0.4839,0.4839,0.0,0.6876,0.6876,0.0,189.83,200.94,0.945,37.506,36.465,2.775,7.119504,7.327199,-2.917
centerpoint,nuscenes,scene-1094,66,0,3,29,0.4127,0.4478,-0.0351,0.7114,0.6635,0.0478,192.64,74.93,2.571,37.23,47.941,-28.769,7.172088,3.592449,49.911
centerpoint,nuscenes,scene-1094,67,0,3,28,0.4308,0.4179,0.0129,0.6625,0.6559,0.0066,187.76,76.4,2.458,37.517,47.048,-25.403,7.044268,3.59461,48.971
centerpoint,nuscenes,scene-1094,68,0,3,28,0.4561,0.4815,-0.0253,0.6178,0.6369,-0.0191,188.99,75.01,2.519,37.538,47.119,-25.525,7.094305,3.534548,50.178
centerpoint,nuscenes,scene-1094,69,0,3,28,0.3514,0.3824,-0.031,0.6369,0.6001,0.0367,187.86,74.47,2.523,37.835,47.083,-24.445,7.107668,3.506432,50.667
centerpoint,nuscenes,scene-1094,70,1,3,27,0.3871,0.3871,0.0,0.6376,0.6376,0.0,184.73,199.74,0.925,36.932,35.568,3.693,6.822433,7.104153,-4.129
centerpoint,nuscenes,scene-1094,71,0,3,27,0.4333,0.3514,0.082,0.6393,0.5776,0.0617,186.62,70.94,2.631,38.956,51.212,-31.46,7.270153,3.632852,50.031
centerpoint,nuscenes,scene-1094,72,0,3,27,0.4308,0.4,0.0308,0.6839,0.69,-0.006,190.43,75.71,2.515,38.834,44.25,-13.948,7.395243,3.3503,54.697
centerpoint,nuscenes,scene-1094,73,0,3,27,0.4516,0.4242,0.0274,0.6769,0.6368,0.0401,186.08,76.17,2.443,36.765,45.836,-24.674,6.841074,3.491209,48.967
centerpoint,nuscenes,scene-1094,74,0,3,27,0.4918,0.381,0.1109,0.5951,0.6557,-0.0605,189.13,74.26,2.547,38.982,47.438,-21.692,7.372619,3.522738,52.219
centerpoint,nuscenes,scene-1094,75,1,3,26,0.4068,0.4068,0.0,0.672,0.672,0.0,190.18,210.29,0.904,36.703,36.011,1.887,6.980247,7.572906,-8.491
centerpoint,nuscenes,scene-1094,76,0,3,26,0.4138,0.4333,-0.0195,0.6564,0.6382,0.0182,194.57,72.92,2.668,37.201,47.592,-27.933,7.238161,3.470267,52.056
centerpoint,nuscenes,scene-1094,77,0,3,22,0.4231,0.3636,0.0594,0.6834,0.6699,0.0135,197.46,75.82,2.604,37.728,44.162,-17.053,7.449908,3.348483,55.053
centerpoint,nuscenes,scene-1094,78,0,3,22,0.4314,0.4082,0.0232,0.6464,0.6586,-0.0122,190.54,75.37,2.528,38.337,46.203,-20.519,7.304685,3.482336,52.327
centerpoint,nuscenes,scene-1094,79,0,3,22,0.449,0.4,0.049,0.6999,0.6833,0.0166,194.75,70.4,2.766,39.995,50.453,-26.15,7.789123,3.551899,54.399
centerpoint,nuscenes,scene-1094,80,1,3,23,0.4082,0.4082,0.0,0.6468,0.6468,0.0,186.55,206.86,0.902,38.167,37.174,2.602,7.119838,7.689555,-8.002
centerpoint,nuscenes,scene-1094,81,0,3,23,0.3509,0.2951,0.0558,0.644,0.5645,0.0796,199.13,75.58,2.635,36.331,46.962,-29.263,7.234715,3.549244,50.941
centerpoint,nuscenes,scene-1094,82,0,3,19,0.45,0.4186,0.0314,0.6969,0.6659,0.031,211.09,80.43,2.625,37.503,44.771,-19.381,7.916372,3.600735,54.515
centerpoint,nuscenes,scene-1094,83,0,3,19,0.4103,0.381,0.0293,0.709,0.6617,0.0473,185.92,70.64,2.632,38.276,46.381,-21.175,7.116107,3.276471,53.957
centerpoint,nuscenes,scene-1094,84,0,3,19,0.3462,0.3913,-0.0452,0.6391,0.6136,0.0256,190.33,70.63,2.695,38.139,49.202,-29.005,7.259205,3.474931,52.131
centerpoint,nuscenes,scene-1094,85,1,3,16,0.3556,0.3556,0.0,0.6157,0.6157,0.0,188.05,199.48,0.943,37.943,38.528,-1.542,7.13521,7.685539,-7.713
centerpoint,nuscenes,scene-1094,86,0,3,16,0.2927,0.2791,0.0136,0.7403,0.6678,0.0724,186.8,69.07,2.704,38.235,47.517,-24.278,7.142164,3.282137,54.046
centerpoint,nuscenes,scene-1094,87,0,3,15,0.4242,0.3429,0.0814,0.6229,0.6102,0.0127,187.09,70.43,2.656,39.514,46.164,-16.828,7.392863,3.251339,56.021
centerpoint,nuscenes,scene-1094,88,0,3,15,0.4,0.3784,0.0216,0.6419,0.5886,0.0533,196.84,69.21,2.844,37.185,46.77,-25.778,7.319361,3.236767,55.778
centerpoint,nuscenes,scene-1094,89,0,3,15,0.3125,0.2222,0.0903,0.6359,0.5904,0.0455,182.02,66.88,2.722,37.188,46.435,-24.865,6.769132,3.105709,54.12
centerpoint,nuscenes,scene-1094,90,1,3,16,0.1667,0.1667,0.0,0.6014,0.6014,0.0,178.79,198.54,0.901,38.037,35.939,5.516,6.800791,7.135378,-4.92
centerpoint,nuscenes,scene-1094,91,0,3,16,0.2941,0.2381,0.056,0.7043,0.6811,0.0232,185.46,74.92,2.475,36.911,47.436,-28.514,6.845418,3.553853,48.084
centerpoint,nuscenes,scene-1094,92,0,3,15,0.2439,0.1538,0.0901,0.6623,0.599,0.0633,185.46,70.18,2.642,38.558,46.634,-20.943,7.150895,3.272912,54.231
centerpoint,nuscenes,scene-1094,93,0,3,15,0.1818,0.186,-0.0042,0.7397,0.6144,0.1253,189.65,68.41,2.772,37.006,47.244,-27.667,7.018018,3.231934,53.948
centerpoint,nuscenes,scene-1094,94,0,3,15,0.1905,0.1702,0.0203,0.7102,0.6718,0.0385,196.14,69.18,2.835,38.202,50.481,-32.143,7.492925,3.492257,53.393
centerpoint,nuscenes,scene-1094,95,1,3,14,0.1778,0.1778,0.0,0.701,0.701,0.0,183.76,197.53,0.93,37.386,37.33,0.15,6.869939,7.373624,-7.332
centerpoint,nuscenes,scene-1094,96,0,3,14,0.2,0.1429,0.0571,0.6822,0.694,-0.0118,201.81,70.16,2.877,37.476,46.704,-24.625,7.563211,3.276735,56.675
centerpoint,nuscenes,scene-1100,0,1,3,24,0.3929,0.3929,0.0,0.5943,0.5943,0.0,139.37,147.63,0.944,38.831,37.115,4.419,5.411834,5.479382,-1.248
centerpoint,nuscenes,scene-1100,1,0,3,24,0.44,0.3158,0.1242,0.6382,0.7127,-0.0745,183.86,67.51,2.724,36.308,47.231,-30.084,6.675622,3.188433,52.238
centerpoint,nuscenes,scene-1100,2,0,3,25,0.3571,0.3673,-0.0102,0.6833,0.6527,0.0306,189.41,77.55,2.442,38.13,43.938,-15.232,7.222035,3.40725,52.821
centerpoint,nuscenes,scene-1100,3,0,3,25,0.3333,0.2593,0.0741,0.7297,0.6767,0.053,179.49,64.79,2.77,36.336,47.575,-30.932,6.521854,3.082247,52.74
centerpoint,nuscenes,scene-1100,4,0,3,25,0.3509,0.3137,0.0372,0.6956,0.741,-0.0455,179.08,72.2,2.48,38.375,45.791,-19.324,6.872042,3.305919,51.893
centerpoint,nuscenes,scene-1100,5,1,3,25,0.2857,0.2857,0.0,0.7032,0.7032,0.0,176.56,192.86,0.915,38.943,37.11,4.708,6.875731,7.15713,-4.093
centerpoint,nuscenes,scene-1100,6,0,3,25,0.4348,0.3704,0.0644,0.7387,0.6541,0.0846,176.02,63.45,2.774,37.788,47.781,-26.445,6.651446,3.031475,54.424
centerpoint,nuscenes,scene-1100,7,0,3,24,0.4286,0.3478,0.0807,0.7521,0.7008,0.0513,179.96,60.36,2.982,40.85,47.188,-15.516,7.351159,2.848139,61.256
centerpoint,nuscenes,scene-1100,8,0,3,24,0.4314,0.3404,0.0909,0.6835,0.7044,-0.0208,174.51,62.21,2.805,37.19,49.348,-32.692,6.48986,3.070019,52.695
centerpoint,nuscenes,scene-1100,9,0,3,24,0.3846,0.3529,0.0317,0.706,0.6845,0.0214,173.95,63.03,2.76,37.82,48.001,-26.921,6.578612,3.02545,54.011
centerpoint,nuscenes,scene-1100,10,1,3,24,0.4231,0.4231,0.0,0.6919,0.6919,0.0,174.03,178.58,0.975,37.114,37.165,-0.138,6.459095,6.636857,-2.752
centerpoint,nuscenes,scene-1100,11,0,3,24,0.3929,0.3333,0.0595,0.6763,0.6954,-0.019,171.24,63.48,2.697,39.643,48.232,-21.666,6.788714,3.061987,54.896
centerpoint,nuscenes,scene-1100,12,0,3,24,0.5,0.4074,0.0926,0.6456,0.6402,0.0053,176.35,67.22,2.623,39.395,46.111,-17.048,6.94718,3.099581,55.384
centerpoint,nuscenes,scene-1100,13,0,3,24,0.4681,0.4,0.0681,0.672,0.6709,0.0011,175.26,63.28,2.77,39.182,49.847,-27.219,6.867179,3.154324,54.067
centerpoint,nuscenes,scene-1100,14,0,3,24,0.3333,0.3103,0.023,0.7044,0.6604,0.044,183.02,64.12,2.854,38.819,47.727,-22.948,7.104524,3.060293,56.925
centerpoint,nuscenes,scene-1100,15,1,3,24,0.3492,0.3492,0.0,0.6356,0.6356,0.0,189.04,196.19,0.964,36.682,37.482,-2.181,6.934268,7.353713,-6.049
centerpoint,nuscenes,scene-1100,16,0,3,24,0.3667,0.3729,-0.0062,0.5948,0.5902,0.0046,192.79,69.91,2.758,37.144,47.812,-28.719,7.160914,3.342338,53.325
centerpoint,nuscenes,scene-1100,17,0,3,25,0.3226,0.3571,-0.0346,0.6268,0.5896,0.0372,177.24,68.46,2.589,38.977,47.342,-21.461,6.908137,3.240779,53.088
centerpoint,nuscenes,scene-1100,18,0,3,25,0.3922,0.3571,0.035,0.6403,0.5877,0.0526,195.65,72.28,2.707,38.199,47.26,-23.72,7.473544,3.4161,54.291
centerpoint,nuscenes,scene-1100,19,0,3,25,0.2857,0.2128,0.0729,0.6951,0.6526,0.0425,182.47,69.16,2.639,37.024,46.41,-25.35,6.75582,3.209522,52.492
centerpoint,nuscenes,scene-1100,20,1,3,26,0.3333,0.3333,0.0,0.6696,0.6696,0.0,168.38,178.73,0.942,38.591,37.033,4.037,6.497786,6.619081,-1.867
centerpoint,nuscenes,scene-1100,21,0,3,26,0.3548,0.2985,0.0563,0.6501,0.5864,0.0637,179.95,59.85,3.007,36.564,50.626,-38.46,6.579494,3.030093,53.946
centerpoint,nuscenes,scene-1100,22,0,3,26,0.3934,0.3103,0.0831,0.6401,0.6094,0.0307,168.88,66.08,2.556,38.776,47.28,-21.931,6.54846,3.124269,52.29
centerpoint,nuscenes,scene-1100,23,0,3,26,0.3692,0.2941,0.0751,0.6439,0.6084,0.0354,174.05,61.27,2.841,38.227,48.81,-27.684,6.65336,2.990739,55.049
centerpoint,nuscenes,scene-1100,24,0,3,26,0.4074,0.2857,0.1217,0.6554,0.667,-0.0115,187.2,62.91,2.976,37.961,48.586,-27.989,7.106268,3.056381,56.99
centerpoint,nuscenes,scene-1100,25,1,3,25,0.381,0.381,0.0,0.5915,0.5915,0.0,173.39,174.89,0.991,40.195,37.117,7.659,6.969517,6.491397,6.86
centerpoint,nuscenes,scene-1100,26,0,3,25,0.3462,0.2759,0.0703,0.6447,0.5674,0.0773,165.9,56.87,2.917,37.609,49.536,-31.713,6.239437,2.817,54.852
centerpoint,nuscenes,scene-1100,27,0,3,25,0.2712,0.2963,-0.0251,0.7017,0.6281,0.0737,173.74,62.26,2.791,40.976,50.947,-24.333,7.119164,3.171751,55.448
centerpoint,nuscenes,scene-1100,28,0,3,25,0.2642,0.3333,-0.0692,0.6865,0.6252,0.0613,174.18,64.24,2.712,40.343,47.123,-16.804,7.027075,3.027066,56.923
centerpoint,nuscenes,scene-1100,29,0,3,25,0.2449,0.25,-0.0051,0.6413,0.6121,0.0293,173.01,60.5,2.86,41.022,49.389,-20.397,7.09714,2.987795,57.901
centerpoint,nuscenes,scene-1100,30,1,3,25,0.3019,0.3019,0.0,0.6683,0.6683,0.0,174.16,188.94,0.922,37.275,38.219,-2.534,6.491632,7.221103,-11.237
centerpoint,nuscenes,scene-1100,31,0,3,25,0.2593,0.2963,-0.037,0.6558,0.4995,0.1564,171.08,60.04,2.849,39.661,48.079,-21.222,6.785281,2.886636,57.457
centerpoint,nuscenes,scene-1100,32,0,3,25,0.2979,0.2449,0.053,0.6194,0.5998,0.0196,169.42,57.5,2.947,38.645,49.68,-28.554,6.547246,2.856467,56.371
centerpoint,nuscenes,scene-1100,33,0,3,25,0.4255,0.4348,-0.0093,0.6561,0.5804,0.0757,166.57,64.8,2.571,38.499,46.918,-21.871,6.412819,3.040376,52.589
centerpoint,nuscenes,scene-1100,34,0,3,25,0.4167,0.4231,-0.0064,0.6612,0.5947,0.0664,171.61,61.1,2.809,37.454,49.995,-33.481,6.427411,3.054508,52.477
centerpoint,nuscenes,scene-1100,35,1,3,24,0.3913,0.3913,0.0,0.6591,0.6591,0.0,174.85,168.53,1.037,36.926,37.399,-1.283,6.45644,6.303,2.377
centerpoint,nuscenes,scene-1100,36,0,3,24,0.3774,0.3273,0.0501,0.6668,0.6136,0.0532,169.86,65.85,2.579,38.266,47.521,-24.186,6.499815,3.129374,51.854
centerpoint,nuscenes,scene-1100,37,0,3,24,0.3673,0.375,-0.0077,0.6756,0.6239,0.0518,168.57,61.44,2.744,38.223,45.689,-19.532,6.443414,2.806936,56.437
centerpoint,nuscenes,scene-1100,38,0,3,24,0.4444,0.4651,-0.0207,0.671,0.5789,0.0921,168.68,60.15,2.804,37.956,50.916,-34.144,6.402608,3.062771,52.164
centerpoint,nuscenes,scene-1100,39,0,3,24,0.3509,0.3636,-0.0128,0.6753,0.611,0.0643,169.66,58.08,2.921,39.284,52.087,-32.592,6.665048,3.025327,54.609
centerpoint,nuscenes,scene-1100,40,1,3,23,0.3673,0.3673,0.0,0.656,0.656,0.0,171.64,168.66,1.018,39.339,37.993,3.42,6.752187,6.407869,5.099
centerpoint,nuscenes,scene-1100,41,0,3,23,0.3,0.3673,-0.0673,0.7075,0.6123,0.0952,169.7,58.76,2.888,37.8,48.712,-28.867,6.414805,2.862437,55.378
centerpoint,nuscenes,scene-1100,42,0,3,23,0.381,0.3556,0.0254,0.6647,0.6393,0.0254,165.81,57.26,2.896,40.388,52.649,-30.357,6.69693,3.014713,54.984
centerpoint,nuscenes,scene-1100,43,0,3,23,0.375,0.3556,0.0194,0.6483,0.5599,0.0883,183.72,64.76,2.837,37.728,47.002,-24.582,6.931543,3.043665,56.09
centerpoint,nuscenes,scene-1100,44,0,3,23,0.3462,0.3019,0.0443,0.6435,0.5991,0.0444,168.01,57.31,2.931,37.685,46.56,-23.549,6.331375,2.66839,57.854
centerpoint,nuscenes,scene-1100,45,1,3,23,0.3333,0.3333,0.0,0.6175,0.6175,0.0,171.73,167.46,1.026,37.702,37.244,1.215,6.474538,6.236762,3.672
centerpoint,nuscenes,scene-1100,46,0,3,23,0.4348,0.4545,-0.0198,0.5989,0.5651,0.0339,173.06,60.36,2.867,39.82,49.526,-24.377,6.891031,2.989315,56.62
centerpoint,nuscenes,scene-1100,47,0,3,23,0.32,0.36,-0.04,0.6349,0.5378,0.0971,169.52,60.64,2.796,38.196,48.323,-26.513,6.475069,2.930293,54.745
centerpoint,nuscenes,scene-1100,48,0,3,23,0.3404,0.3902,-0.0498,0.6203,0.5424,0.0779,166.67,56.2,2.966,39.798,50.707,-27.41,6.6333,2.849899,57.036
centerpoint,nuscenes,scene-1100,49,0,3,23,0.3902,0.3111,0.0791,0.587,0.5464,0.0407,175.98,69.26,2.541,38.363,44.339,-15.577,6.751362,3.07101,54.513
centerpoint,nuscenes,scene-1100,50,1,3,23,0.2979,0.2979,0.0,0.6711,0.6711,0.0,180.36,194.56,0.927,38.457,36.871,4.124,6.936105,7.173399,-3.421
centerpoint,nuscenes,scene-1100,51,0,3,23,0.2414,0.3137,-0.0723,0.6385,0.5698,0.0687,181.42,64.58,2.809,38.068,50.341,-32.24,6.906264,3.250855,52.929
centerpoint,nuscenes,scene-1100,52,0,3,23,0.2807,0.2807,0.0,0.6189,0.5687,0.0502,178.88,65.59,2.727,38.264,47.549,-24.264,6.844607,3.118931,54.432
centerpoint,nuscenes,scene-1100,53,0,3,23,0.3077,0.2979,0.0098,0.6381,0.5232,0.1149,173.98,63.02,2.761,35.847,49.041,-36.806,6.236825,3.090498,50.448
centerpoint,nuscenes,scene-1100,54,0,3,23,0.2642,0.2353,0.0289,0.6061,0.6041,0.0019,179.69,65.47,2.745,37.176,49.615,-33.462,6.679929,3.24836,51.371
centerpoint,nuscenes,scene-1100,55,1,3,23,0.2979,0.2979,0.0,0.6906,0.6906,0.0,184.14,211.08,0.872,40.704,35.732,12.216,7.495158,7.542198,-0.628
centerpoint,nuscenes,scene-1100,56,0,3,23,0.2623,0.2258,0.0365,0.6422,0.5637,0.0785,184.31,70.55,2.612,37.085,47.626,-28.425,6.835022,3.360087,50.84
centerpoint,nuscenes,scene-1100,57,0,3,24,0.3396,0.32,0.0196,0.6143,0.5167,0.0976,186.48,70.88,2.631,36.563,48.923,-33.804,6.818192,3.46764,49.141
centerpoint,nuscenes,scene-1100,58,0,3,24,0.2909,0.2807,0.0102,0.6453,0.5254,0.1199,180.79,66.97,2.699,39.155,48.705,-24.392,7.078842,3.261929,53.92
centerpoint,nuscenes,scene-1100,59,0,3,24,0.3077,0.2909,0.0168,0.5656,0.491,0.0746,177.79,66.95,2.656,38.454,47.075,-22.419,6.836868,3.151566,53.903
centerpoint,nuscenes,scene-1100,60,1,3,24,0.24,0.24,0.0,0.6337,0.6337,0.0,179.91,192.76,0.933,37.347,36.617,1.954,6.719341,7.058421,-5.046
centerpoint,nuscenes,scene-1100,61,0,3,24,0.2143,0.2449,-0.0306,0.7006,0.6209,0.0798,182.85,66.13,2.765,38.177,47.165,-23.544,6.980628,3.118844,55.321
centerpoint,nuscenes,scene-1100,62,0,3,24,0.2264,0.2041,0.0223,0.7285,0.7374,-0.0089,176.51,67.67,2.608,37.377,46.934,-25.568,6.597255,3.176146,51.857
centerpoint,nuscenes,scene-1100,63,0,3,24,0.2069,0.2182,-0.0113,0.7007,0.6474,0.0533,182.01,67.21,2.708,38.662,46.217,-19.541,7.037026,3.106403,55.856
centerpoint,nuscenes,scene-1100,64,0,3,24,0.2857,0.28,0.0057,0.6971,0.637,0.0602,177.43,69.16,2.565,37.629,47.385,-25.926,6.676726,3.277402,50.913
centerpoint,nuscenes,scene-1100,65,1,3,23,0.3019,0.3019,0.0,0.6709,0.6709,0.0,175.84,196.46,0.895,36.551,36.505,0.126,6.42729,7.171993,-11.587
centerpoint,nuscenes,scene-1100,66,0,3,23,0.2979,0.3043,-0.0065,0.7387,0.6593,0.0794,178.76,67.09,2.665,37.004,46.957,-26.897,6.614882,3.150145,52.378
centerpoint,nuscenes,scene-1100,67,0,3,24,0.2857,0.2979,-0.0122,0.6278,0.609,0.0188,176.63,65.27,2.706,39.059,49.821,-27.553,6.899185,3.251862,52.866
centerpoint,nuscenes,scene-1100,68,0,3,24,0.3077,0.2963,0.0114,0.5985,0.565,0.0334,174.63,65.31,2.674,38.004,49.01,-28.958,6.636699,3.200728,51.772
centerpoint,nuscenes,scene-1100,69,0,3,24,0.2295,0.3077,-0.0782,0.6352,0.5505,0.0847,174.54,67.52,2.585,38.817,47.033,-21.167,6.774951,3.175849,53.124
centerpoint,nuscenes,scene-1100,70,1,3,25,0.2609,0.2609,0.0,0.7136,0.7136,0.0,175.74,193.67,0.907,38.385,38.813,-1.115,6.745764,7.516898,-11.431
centerpoint,nuscenes,scene-1100,71,0,3,25,0.2308,0.2917,-0.0609,0.6944,0.6083,0.0862,179.7,65.28,2.753,38.437,47.784,-24.316,6.907136,3.119523,54.836
centerpoint,nuscenes,scene-1100,72,0,3,25,0.2449,0.2667,-0.0218,0.6973,0.6999,-0.0026,175.81,61.02,2.881,37.102,46.294,-24.774,6.523057,2.824739,56.696
centerpoint,nuscenes,scene-1100,73,0,3,25,0.2449,0.2553,-0.0104,0.7073,0.6919,0.0154,176.41,64.02,2.756,37.175,50.836,-36.751,6.558094,3.254401,50.376
centerpoint,nuscenes,scene-1100,74,0,3,25,0.2182,0.2609,-0.0427,0.6718,0.6681,0.0036,189.82,68.69,2.763,37.214,46.034,-23.701,7.06402,3.162283,55.234
centerpoint,nuscenes,scene-1100,75,1,3,24,0.2264,0.2264,0.0,0.7058,0.7058,0.0,178.55,192.73,0.926,38.367,35.868,6.514,6.850592,6.912922,-0.91
centerpoint,nuscenes,scene-1100,76,0,3,24,0.2373,0.2182,0.0191,0.6752,0.6889,-0.0136,176.49,67.96,2.597,36.691,47.134,-28.463,6.475406,3.203446,50.529
centerpoint,nuscenes,scene-1100,77,0,3,24,0.2692,0.3182,-0.049,0.6597,0.6519,0.0078,178.86,65.97,2.711,37.59,47.888,-27.396,6.723253,3.159345,53.009
centerpoint,nuscenes,scene-1100,78,0,3,24,0.2692,0.2745,-0.0053,0.6438,0.6259,0.0179,177.39,60.93,2.911,36.848,46.123,-25.173,6.536389,2.810238,57.006
centerpoint,nuscenes,scene-1100,79,0,3,24,0.28,0.2917,-0.0117,0.6856,0.6568,0.0288,174.94,64.85,2.697,36.911,48.212,-30.616,6.457196,3.126753,51.577
centerpoint,nuscenes,scene-1100,80,1,3,25,0.2745,0.2745,0.0,0.6289,0.6289,0.0,193.74,195.33,0.992,39.159,36.851,5.895,7.586632,7.198018,5.122
centerpoint,nuscenes,scene-1100,81,0,3,25,0.2745,0.24,0.0345,0.6103,0.7065,-0.0963,185.44,68.36,2.713,38.391,46.976,-22.364,7.119219,3.211344,54.892
centerpoint,nuscenes,scene-1100,82,0,3,24,0.25,0.2609,-0.0109,0.7735,0.7257,0.0478,174.22,61.68,2.825,37.435,52.787,-41.009,6.522034,3.255921,50.078
centerpoint,nuscenes,scene-1100,83,0,3,24,0.2791,0.25,0.0291,0.694,0.7239,-0.0298,174.87,58.85,2.971,38.175,57.355,-50.242,6.675737,3.37558,49.435
centerpoint,nuscenes,scene-1100,84,0,3,24,0.25,0.2917,-0.0417,0.6531,0.615,0.0381,174.99,61.94,2.825,37.513,45.626,-21.63,6.56437,2.826072,56.948
centerpoint,nuscenes,scene-1100,85,1,3,23,0.2692,0.2692,0.0,0.6477,0.6477,0.0,177.45,192.51,0.922,39.302,37.188,5.381,6.974327,7.158918,-2.647
centerpoint,nuscenes,scene-1100,86,0,3,23,0.24,0.2727,-0.0327,0.6553,0.6945,-0.0392,184.26,69.51,2.651,40.745,45.468,-11.592,7.507723,3.160403,57.905
centerpoint,nuscenes,scene-1100,87,0,3,22,0.3111,0.28,0.0311,0.6767,0.6755,0.0012,175.82,64.77,2.715,39.51,46.996,-18.948,6.946711,3.044007,56.181
centerpoint,nuscenes,scene-1100,88,0,3,22,0.2545,0.2692,-0.0147,0.6919,0.6461,0.0458,174.6,65.38,2.671,38.582,47.623,-23.433,6.736438,3.113428,53.782
centerpoint,nuscenes,scene-1100,89,0,3,22,0.2692,0.2979,-0.0286,0.701,0.6775,0.0235,176.7,66.85,2.643,38.269,47.707,-24.662,6.762019,3.18939,52.834
centerpoint,nuscenes,scene-1100,90,1,3,22,0.32,0.32,0.0,0.6291,0.6291,0.0,180.01,191.25,0.941,38.608,35.967,6.841,6.949998,6.878592,1.027
centerpoint,nuscenes,scene-1100,91,0,3,22,0.32,0.28,0.04,0.6276,0.705,-0.0773,180.98,68.58,2.639,38.943,46.066,-18.292,7.04805,3.159104,55.178
centerpoint,nuscenes,scene-1100,92,0,3,22,0.3214,0.2909,0.0305,0.6193,0.6321,-0.0128,196.35,69.16,2.839,37.746,49.188,-30.313,7.41145,3.401893,54.099
centerpoint,nuscenes,scene-1100,93,0,3,22,0.2414,0.2909,-0.0495,0.6782,0.6134,0.0648,175.18,67.71,2.587,40.064,48.47,-20.981,7.01824,3.281879,53.238
centerpoint,nuscenes,scene-1100,94,0,3,22,0.2545,0.2917,-0.0371,0.7543,0.7294,0.0249,179.33,67.12,2.672,37.755,47.628,-26.152,6.770594,3.196901,52.783
centerpoint,nuscenes,scene-1100,95,1,3,21,0.2745,0.2745,0.0,0.6996,0.6996,0.0,176.99,192.67,0.919,38.925,37.676,3.21,6.889157,7.259098,-5.37
centerpoint,nuscenes,scene-1100,96,0,3,21,0.25,0.2791,-0.0291,0.7832,0.7631,0.0201,181.9,69.35,2.623,37.158,48.411,-30.285,6.759004,3.357061,50.332
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,0,1,3,19,0.461538,0.461538,0.0,0.635403,0.635642,-0.000239,732.773,764.339,0.958702,37.826,38.913,-2.875,27.717844,29.743086,-7.307
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,1,0,3,20,0.518519,0.580645,-0.062127,0.636864,0.624501,0.012364,738.115,414.805,1.779428,38.42,48.866,-27.188,28.35856,20.269814,28.523
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,2,0,3,20,0.5,0.428571,0.071429,0.641496,0.647942,-0.006446,730.993,419.058,1.744372,37.668,48.548,-28.885,27.534925,20.344433,26.114
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,3,0,3,20,0.384615,0.666667,-0.282051,0.669209,0.674627,-0.005418,730.457,404.266,1.806873,38.317,49.215,-28.442,27.98909,19.896055,28.915
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,4,0,3,20,0.384615,0.625,-0.240385,0.670187,0.657562,0.012625,730.286,404.519,1.805318,37.517,49.06,-30.768,27.39824,19.845823,27.565
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,5,1,3,20,0.32,0.32,0.0,0.684855,0.684552,0.000303,735.138,764.37,0.961756,37.193,38.68,-4.0,27.341665,29.565945,-8.135
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,6,0,3,20,0.428571,0.551724,-0.123153,0.666808,0.651307,0.0155,737.526,409.524,1.800935,37.618,48.551,-29.061,27.744616,19.882766,28.336
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,7,0,3,20,0.5,0.709677,-0.209677,0.686076,0.667366,0.01871,721.279,398.122,1.811705,38.005,48.605,-27.892,27.412143,19.350767,29.408
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,8,0,3,20,0.428571,0.428571,0.0,0.661117,0.662945,-0.001827,750.69,414.713,1.810146,37.7,49.265,-30.676,28.300871,20.430652,27.809
