model,dataset,scene,frame,reset,tier,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,baseline_ms,optimized_ms,speedup,baseline_power_w,optimized_power_w,power_reduction_percent,baseline_energy_j,optimized_energy_j,energy_reduction_percent
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,9,0,3,20,0.5,0.625,-0.125,0.684223,0.651775,0.032448,728.155,393.623,1.84988,37.914,49.812,-31.382,27.607279,19.60725,28.978
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,10,1,3,20,0.516129,0.516129,0.0,0.688018,0.687489,0.000529,736.862,757.337,0.972963,37.554,38.613,-2.821,27.671941,29.243324,-5.679
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,11,0,3,20,0.428571,0.428571,0.0,0.713873,0.693174,0.020698,718.764,393.843,1.824999,38.393,49.766,-29.624,27.595468,19.600195,28.973
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,12,0,3,20,0.413793,0.428571,-0.014778,0.73154,0.726545,0.004995,727.869,401.856,1.811269,37.777,48.433,-28.208,27.496851,19.463219,29.217
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,13,0,3,20,0.37037,0.606061,-0.23569,0.686182,0.68565,0.000533,739.279,410.415,1.801296,37.759,49.113,-30.069,27.914378,20.156506,27.792
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,14,0,3,21,0.466667,0.344828,0.121839,0.668795,0.70153,-0.032735,734.788,412.446,1.78154,37.949,49.119,-29.435,27.884477,20.259068,27.346
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,15,1,3,21,0.5625,0.5625,0.0,0.707935,0.707843,9.2e-05,756.941,768.884,0.984467,38.313,38.958,-1.682,29.00104,29.954154,-3.286
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,16,0,3,21,0.5,0.666667,-0.166667,0.712153,0.687111,0.025042,776.666,405.014,1.91763,37.348,48.873,-30.858,29.00712,19.794363,31.76
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,17,0,3,21,0.484848,0.5625,-0.077652,0.731778,0.684045,0.047733,750.817,400.784,1.873371,37.934,49.595,-30.739,28.481757,19.876826,30.212
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,18,0,3,19,0.5,0.709677,-0.209677,0.74936,0.675153,0.074208,744.55,410.78,1.812529,37.863,48.502,-28.097,28.191001,19.923457,29.327
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,19,0,3,19,0.62069,0.645161,-0.024472,0.691622,0.663666,0.027956,736.313,400.799,1.837112,36.997,48.51,-31.119,27.241009,19.442585,28.628
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,20,1,3,19,0.6,0.6,0.0,0.729647,0.7295,0.000146,739.161,776.458,0.951965,37.577,38.57,-2.642,27.775442,29.947949,-7.822
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,21,0,3,19,0.551724,0.709677,-0.157953,0.697881,0.689902,0.007979,750.582,401.225,1.870725,37.738,48.343,-28.1,28.32572,19.396396,31.524
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,22,0,3,19,0.482759,0.645161,-0.162403,0.725435,0.696135,0.029301,754.501,414.585,1.819893,38.17,50.238,-31.617,28.799307,20.827996,27.679
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,23,0,3,19,0.551724,0.6,-0.048276,0.723836,0.668596,0.05524,752.994,411.542,1.829687,38.175,49.617,-29.972,28.745849,20.419649,28.965
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,24,0,3,19,0.75,0.5,0.25,0.677979,0.693457,-0.015478,746.692,407.244,1.833522,37.474,49.217,-31.336,27.981466,20.043282,28.369
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,25,1,3,19,0.32,0.32,0.0,0.747524,0.749126,-0.001602,749.224,782.923,0.956957,38.011,39.146,-2.986,28.478932,30.648547,-7.618
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,26,0,3,18,0.592593,0.571429,0.021164,0.697529,0.693788,0.003742,757.651,429.478,1.764119,37.634,48.36,-28.5,28.513335,20.769439,27.159
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,27,0,3,18,0.4,0.0,0.4,0.639353,0.0,0.639353,741.45,414.15,1.790295,38.011,47.973,-26.208,28.183562,19.868119,29.505
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,28,0,3,19,0.518519,0.518519,0.0,0.701922,0.682151,0.019771,731.124,390.973,1.870012,37.964,49.936,-31.533,27.756688,19.523547,29.662
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,29,0,3,19,0.5,0.551724,-0.051724,0.687901,0.686367,0.001534,738.738,390.762,1.890507,38.063,50.305,-32.162,28.118646,19.657248,30.092
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,30,1,3,18,0.32,0.32,0.0,0.74881,0.747166,0.001644,738.743,793.262,0.931272,37.92,38.292,-0.982,28.013178,30.375952,-8.435
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,31,0,3,18,0.333333,0.461538,-0.128205,0.715884,0.694281,0.021603,738.85,394.312,1.873769,38.259,49.815,-30.204,28.267732,19.642595,30.512
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,32,0,3,18,0.461538,0.733333,-0.271795,0.66292,0.681246,-0.018327,736.984,390.914,1.885285,38.131,49.835,-30.694,28.101914,19.481121,30.677
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,33,0,3,18,0.461538,0.461538,0.0,0.715423,0.748278,-0.032854,733.201,386.534,1.896863,38.006,49.71,-30.798,27.865692,19.214782,31.045
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,34,0,3,18,0.48,0.551724,-0.071724,0.712529,0.715586,-0.003056,737.378,388.328,1.898853,37.715,50.398,-33.629,27.810327,19.571044,29.627
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,35,1,3,18,0.384615,0.384615,0.0,0.695393,0.695689,-0.000296,733.939,776.289,0.945446,37.148,38.624,-3.974,27.26429,29.983446,-9.973
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,36,0,3,18,0.444444,0.461538,-0.017094,0.728575,0.688325,0.040249,742.551,430.571,1.72457,37.913,48.0,-26.607,28.152123,20.667522,26.586
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,37,0,3,18,0.461538,0.592593,-0.131054,0.721474,0.636923,0.084551,748.786,425.129,1.761312,38.109,49.607,-30.171,28.53551,21.089447,26.094
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,38,0,3,18,0.571429,0.516129,0.0553,0.672545,0.690852,-0.018307,746.761,421.991,1.769615,38.08,48.981,-28.626,28.436659,20.669434,27.314
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,39,0,3,18,0.4,0.5,-0.1,0.722013,0.693734,0.028279,764.911,422.738,1.80942,37.732,49.361,-30.821,28.861425,20.866736,27.7
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,40,1,3,18,0.4,0.4,0.0,0.698517,0.697818,0.000699,745.659,779.925,0.956065,38.478,38.923,-1.157,28.691584,30.357277,-5.806
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,41,0,3,18,0.518519,0.347826,0.170692,0.671686,0.689946,-0.01826,748.542,420.377,1.780643,37.653,48.67,-29.259,28.184942,20.459857,27.409
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,42,0,3,18,0.32,0.538462,-0.218462,0.717986,0.698992,0.018994,749.925,419.734,1.786665,37.695,48.259,-28.026,28.268163,20.255955,28.344
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,43,0,3,17,0.538462,0.5,0.038462,0.664415,0.685255,-0.02084,750.949,423.098,1.77488,37.807,48.506,-28.297,28.391341,20.522707,27.715
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,44,0,3,17,0.416667,0.8,-0.383333,0.694392,0.696295,-0.001903,747.334,424.673,1.759786,38.077,48.883,-28.379,28.456329,20.75934,27.048
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,45,1,3,17,0.4,0.4,0.0,0.639531,0.639206,0.000325,782.418,779.963,1.003147,37.35,38.493,-3.061,29.223321,30.023262,-2.737
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,46,0,3,17,0.272727,0.642857,-0.37013,0.684589,0.697994,-0.013405,739.475,427.408,1.730138,37.965,48.671,-28.198,28.07436,20.802303,25.903
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,47,0,3,17,0.538462,0.461538,0.076923,0.73406,0.648471,0.085589,736.334,422.884,1.741219,38.248,47.684,-24.671,28.163125,20.164827,28.4
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,48,0,3,17,0.538462,0.714286,-0.175824,0.656561,0.67991,-0.023348,744.303,420.786,1.768842,37.323,47.966,-28.518,27.77936,20.183502,27.344
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,49,0,3,17,0.434783,0.380952,0.05383,0.654868,0.615057,0.039811,732.505,421.301,1.738674,38.1,48.922,-28.403,27.908765,20.610855,26.149
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,50,1,3,17,0.416667,0.416667,0.0,0.666579,0.66666,-8.1e-05,734.899,765.151,0.960462,37.569,38.555,-2.624,27.609639,29.500616,-6.849
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,51,0,3,17,0.434783,0.56,-0.125217,0.660149,0.714572,-0.054423,738.764,412.003,1.793103,37.753,49.061,-29.954,27.890303,20.213281,27.526
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,52,0,3,17,0.347826,0.363636,-0.01581,0.679679,0.647585,0.032094,731.677,419.329,1.744877,38.07,49.017,-28.755,27.854642,20.554073,26.21
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,53,0,3,17,0.454545,0.416667,0.037879,0.594485,0.64686,-0.052375,737.427,419.776,1.756713,38.248,48.606,-27.082,28.205213,20.403843,27.659
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,54,0,3,16,0.380952,0.583333,-0.202381,0.668823,0.703317,-0.034494,740.963,420.843,1.760662,38.027,49.374,-29.839,28.176441,20.778589,26.255
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,55,1,3,15,0.4,0.4,0.0,0.66878,0.668932,-0.000153,747.311,763.57,0.978707,37.539,38.628,-2.901,28.053365,29.495306,-5.14
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,56,0,3,15,0.421053,0.545455,-0.124402,0.631745,0.732521,-0.100776,734.115,428.944,1.711449,37.777,47.809,-26.558,27.732394,20.507556,26.052
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,57,0,3,15,0.380952,0.583333,-0.202381,0.631224,0.68215,-0.050926,737.224,422.224,1.74605,37.61,49.015,-30.325,27.726681,20.695128,25.36
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,58,0,3,15,0.571429,0.695652,-0.124224,0.668754,0.680025,-0.011271,753.478,427.362,1.763093,37.39,48.687,-30.215,28.17243,20.807057,26.144
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,59,0,3,15,0.571429,0.4,0.171429,0.677649,0.690375,-0.012726,737.839,436.978,1.688502,38.02,48.281,-26.988,28.05298,21.097877,24.793
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,60,1,3,14,0.333333,0.333333,0.0,0.664629,0.664476,0.000153,730.175,769.396,0.949024,38.313,38.652,-0.886,27.974886,29.738609,-6.305
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,61,0,3,14,0.222222,0.5,-0.277778,0.663078,0.699139,-0.036061,730.342,431.366,1.693091,37.755,48.664,-28.892,27.574266,20.991851,23.872
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,62,0,3,14,0.5,0.6,-0.1,0.664845,0.715011,-0.050166,725.127,424.005,1.710186,37.944,48.962,-29.039,27.514103,20.760205,24.547
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,63,0,3,14,0.5,0.25,0.25,0.6631,0.834095,-0.170996,732.777,431.349,1.698804,38.172,48.68,-27.529,27.971386,20.998079,24.93
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,64,0,3,14,0.5,0.666667,-0.166667,0.704072,0.72902,-0.024948,737.234,422.892,1.743316,38.38,49.111,-27.96,28.294855,20.768455,26.6
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,65,1,3,14,0.545455,0.545455,0.0,0.663465,0.663469,-5e-06,735.404,775.027,0.948875,37.934,39.024,-2.876,27.896534,30.245028,-8.419
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,66,0,3,16,0.4,0.56,-0.16,0.623692,0.711257,-0.087564,731.681,415.326,1.761701,38.233,48.529,-26.929,27.974522,20.155473,27.951
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,67,0,3,15,0.5,0.608696,-0.108696,0.656693,0.728542,-0.071849,730.42,405.484,1.801353,38.688,49.818,-28.769,28.258262,20.200379,28.515
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,68,0,3,15,0.608696,0.235294,0.373402,0.691298,0.690935,0.000363,733.193,413.337,1.773837,37.567,48.412,-28.869,27.543528,20.010401,27.35
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,69,0,3,15,0.571429,0.608696,-0.037267,0.682051,0.689063,-0.007012,734.815,413.577,1.776729,37.776,48.884,-29.403,27.758388,20.217106,27.168
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,70,1,3,15,0.608696,0.608696,0.0,0.669497,0.668701,0.000795,733.479,766.721,0.956645,38.584,39.144,-1.453,28.300477,30.01285,-6.051
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,71,0,3,16,0.666667,0.740741,-0.074074,0.65136,0.695142,-0.043782,733.96,415.529,1.766326,37.986,48.586,-27.903,27.880384,20.18868,27.588
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,72,0,3,16,0.64,0.592593,0.047407,0.666775,0.697296,-0.030521,762.672,412.36,1.84953,37.101,48.671,-31.185,28.295808,20.069939,29.071
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,73,0,3,16,0.47619,0.521739,-0.045549,0.633411,0.610286,0.023125,743.089,409.37,1.815201,37.851,49.679,-31.249,28.126548,20.337088,27.694
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,74,0,3,16,0.692308,0.583333,0.108974,0.685293,0.654826,0.030467,757.215,433.537,1.746599,37.605,48.228,-28.25,28.474905,20.908618,26.572
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,75,1,3,16,0.615385,0.615385,0.0,0.674325,0.674211,0.000113,747.193,776.82,0.961862,38.493,38.887,-1.024,28.761804,30.20847,-5.03
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,76,0,3,16,0.545455,0.210526,0.334928,0.646134,0.739906,-0.093771,749.084,428.239,1.749222,37.386,47.947,-28.248,28.005582,20.532921,26.683
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,77,0,3,16,0.666667,0.709677,-0.043011,0.666754,0.682499,-0.015746,747.935,447.835,1.670114,38.053,47.368,-24.479,28.461538,21.21326,25.467
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,78,0,3,17,0.64,0.709677,-0.069677,0.677037,0.686164,-0.009128,744.018,434.988,1.710433,37.023,48.801,-31.811,27.546123,21.227804,22.937
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,79,0,3,17,0.714286,0.62069,0.093596,0.695643,0.72092,-0.025277,751.617,425.761,1.765348,38.017,48.212,-26.816,28.574232,20.526657,28.164
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,80,1,3,18,0.666667,0.666667,0.0,0.637754,0.637977,-0.000223,782.09,780.319,1.00227,37.356,38.65,-3.465,29.215525,30.159445,-3.231
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,81,0,3,18,0.8125,0.705882,0.106618,0.662327,0.69721,-0.034883,742.271,428.921,1.730554,37.574,48.393,-28.795,27.890206,20.756977,25.576
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,82,0,3,18,0.689655,0.538462,0.151194,0.642066,0.642086,-2e-05,739.353,424.368,1.742246,38.111,47.747,-25.286,28.177318,20.262485,28.089
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,83,0,3,18,0.714286,0.62069,0.093596,0.666842,0.664957,0.001885,770.349,418.198,1.84207,38.651,48.86,-26.414,29.774947,20.4333,31.374
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,84,0,3,18,0.592593,0.689655,-0.097063,0.65407,0.678654,-0.024584,739.939,420.183,1.760992,38.21,49.142,-28.611,28.272832,20.648602,26.967
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,85,1,3,18,0.733333,0.733333,0.0,0.66891,0.668913,-3e-06,754.816,783.725,0.963114,38.586,39.109,-1.355,29.125324,30.650477,-5.237
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,86,0,3,18,0.709677,0.733333,-0.023656,0.642771,0.668884,-0.026113,759.869,415.261,1.829858,37.663,49.905,-32.505,28.618669,20.723559,27.587
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,87,0,3,18,0.714286,0.733333,-0.019048,0.665943,0.673026,-0.007082,745.319,416.428,1.789793,37.972,49.543,-30.469,28.301633,20.630874,27.104
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,88,0,3,18,0.642857,0.689655,-0.046798,0.686848,0.647861,0.038987,747.584,416.508,1.794887,37.64,48.548,-28.98,28.139104,20.220605,28.141
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,89,0,3,18,0.714286,0.689655,0.024631,0.658204,0.670853,-0.012649,750.565,419.94,1.787317,38.232,48.61,-27.146,28.695473,20.413392,28.862
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,90,1,3,18,0.709677,0.75,-0.040323,0.6663,0.675484,-0.009183,747.032,780.524,0.957091,37.794,38.796,-2.651,28.233528,30.281386,-7.253
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,91,0,3,18,0.615385,0.774194,-0.158809,0.63972,0.671366,-0.031646,751.069,417.556,1.798724,37.764,48.152,-27.507,28.363543,20.106214,29.112
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,92,0,3,17,0.689655,0.583333,0.106322,0.671765,0.641949,0.029816,753.262,418.642,1.799299,37.698,48.579,-28.862,28.396563,20.337089,28.382
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,93,0,3,17,0.758621,0.347826,0.410795,0.682272,0.561259,0.121013,757.781,417.961,1.813041,37.403,48.98,-30.953,28.343121,20.471833,27.771
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,94,0,3,17,0.666667,0.714286,-0.047619,0.664467,0.679007,-0.01454,757.318,417.759,1.812814,37.853,48.934,-29.272,28.667001,20.442556,28.69
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,95,1,3,17,0.64,0.64,0.0,0.636858,0.63637,0.000489,757.588,793.528,0.954709,37.771,38.789,-2.696,28.614915,30.780371,-7.568
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,96,0,3,17,0.592593,0.592593,0.0,0.644829,0.656453,-0.011624,766.103,423.636,1.808401,37.724,48.728,-29.17,28.900423,20.642853,28.572
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,97,0,3,17,0.714286,0.454545,0.25974,0.68807,0.684301,0.00377,750.802,413.582,1.815365,37.892,48.992,-29.293,28.449775,20.262278,28.779
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,98,0,3,17,0.666667,0.689655,-0.022989,0.664631,0.67657,-0.011939,753.793,424.336,1.776404,38.186,49.55,-29.761,28.784036,21.025834,26.953
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,99,0,3,17,0.733333,0.105263,0.62807,0.696841,0.506935,0.189905,753.713,414.91,1.816571,38.311,50.742,-32.448,28.875218,21.053239,27.089
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,100,1,3,16,0.642857,0.642857,0.0,0.682363,0.682619,-0.000255,751.156,779.357,0.963815,37.682,38.825,-3.034,28.304841,30.258542,-6.902
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,101,0,3,16,0.83871,0.538462,0.300248,0.683503,0.69221,-0.008707,738.907,422.945,1.747054,38.133,49.216,-29.064,28.176793,20.81571,26.125
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,102,0,3,17,0.758621,0.416667,0.341954,0.686183,0.658803,0.027379,741.074,414.357,1.788492,37.794,49.732,-31.588,28.007919,20.606824,26.425
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,103,0,3,17,0.714286,0.758621,-0.044335,0.681648,0.682631,-0.000983,733.649,413.1,1.77596,38.111,49.338,-29.46,27.959928,20.381671,27.104
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,104,0,3,17,0.551724,0.692308,-0.140584,0.707697,0.691602,0.016095,751.401,415.339,1.809128,37.974,48.485,-27.679,28.533907,20.13779,29.425
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,105,1,3,17,0.518519,0.518519,0.0,0.708342,0.707954,0.000388,734.655,787.346,0.933078,38.165,38.124,0.107,28.038088,30.01673,-7.057
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,106,0,3,17,0.6875,0.787879,-0.100379,0.701652,0.697918,0.003734,737.587,415.767,1.774038,37.833,49.407,-30.592,27.905086,20.541804,26.387
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,107,0,3,17,0.592593,0.461538,0.131054,0.71375,0.784317,-0.070567,728.463,425.678,1.711301,37.951,48.473,-27.725,27.646156,20.634014,25.364
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,108,0,3,17,0.75,0.538462,0.211538,0.686558,0.669062,0.017496,722.038,423.064,1.706689,38.474,48.279,-25.485,27.779761,20.425149,26.475
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,109,0,3,17,0.592593,0.538462,0.054131,0.742094,0.711552,0.030542,719.339,417.087,1.724672,37.86,48.318,-27.624,27.234012,20.152968,26.001
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,110,1,3,17,0.666667,0.666667,0.0,0.721133,0.721554,-0.000421,736.256,767.219,0.959643,38.078,39.467,-3.647,28.035135,30.279478,-8.005
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,111,0,3,17,0.642857,0.48,0.162857,0.718577,0.703102,0.015475,719.208,428.063,1.680145,38.116,47.857,-25.557,27.413081,20.485745,25.27
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,112,0,3,17,0.666667,0.592593,0.074074,0.739365,0.769131,-0.029766,723.842,428.541,1.689082,38.04,47.468,-24.786,27.534701,20.342122,26.122
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,113,0,3,17,0.714286,0.615385,0.098901,0.7362,0.727394,0.008806,716.781,426.374,1.681106,37.902,48.921,-29.071,27.167442,20.858496,23.222
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,114,0,3,17,0.733333,0.592593,0.140741,0.703382,0.7476,-0.044218,711.071,420.745,1.690026,38.441,48.725,-26.752,27.334509,20.500893,25.0
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,115,1,3,17,0.714286,0.714286,0.0,0.712738,0.712544,0.000194,728.008,747.649,0.97373,37.495,39.479,-5.291,27.296789,29.516405,-8.131
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,116,0,3,17,0.758621,0.56,0.198621,0.697482,0.700645,-0.003163,706.811,418.271,1.689837,38.127,48.741,-27.839,26.948314,20.386847,24.348
m3detr,waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,117,0,3,16,0.692308,0.380952,0.311355,0.709506,0.731931,-0.022426,707.057,412.102,1.715733,37.469,48.697,-29.966,26.492742,20.068107,24.251
